PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret,TICKER
14593,24OCT2017,252,0.5955%,1.0359,0.0004,0.9617%,1.0892%,22.0441%,0.3840%,AAPL
14593,23OCT2017,252,-0.0512%,1.0375,0.0004,0.9616%,1.0899%,22.1535%,0.4133%,AAPL
14593,20OCT2017,252,0.1731%,1.0412,0.0004,0.9618%,1.0903%,22.1937%,-0.4263%,AAPL
14593,19OCT2017,252,-2.3660%,1.0446,0.0004,0.9613%,1.0904%,22.2710%,-2.3909%,AAPL
14593,18OCT2017,252,-0.4425%,1.0404,0.0005,0.9497%,1.0793%,22.5608%,-0.5913%,AAPL
14593,17OCT2017,252,0.3690%,1.0348,0.0005,0.9500%,1.0787%,22.4356%,0.3547%,AAPL
14593,16OCT2017,252,1.8409%,1.0340,0.0005,0.9499%,1.0787%,22.4530%,1.6616%,AAPL
14593,13OCT2017,252,0.6346%,1.0311,0.0004,0.9449%,1.0736%,22.5383%,0.5894%,AAPL
14593,12OCT2017,252,-0.3513%,1.0308,0.0004,0.9443%,1.0735%,22.6218%,-0.1700%,AAPL
14593,11OCT2017,252,0.4169%,1.0296,0.0004,0.9455%,1.0742%,22.5173%,0.2535%,AAPL
14593,10OCT2017,252,0.0385%,0.9966,0.0005,0.9501%,1.0740%,21.7511%,-0.2068%,AAPL
14593,09OCT2017,252,0.3477%,1.0054,0.0006,0.9528%,1.0788%,22.0002%,0.5647%,AAPL
14593,06OCT2017,252,-0.0579%,1.0044,0.0006,0.9527%,1.0787%,22.0002%,0.0183%,AAPL
14593,27OCT2017,252,3.5830%,1.0615,0.0006,0.9652%,1.0990%,22.8624%,2.7311%,AAPL
14593,05OCT2017,252,1.2445%,1.0027,0.0006,0.9539%,1.0793%,21.8990%,0.6942%,AAPL
14593,04OCT2017,252,-0.6473%,0.9933,0.0006,0.9538%,1.0771%,21.5906%,-0.7006%,AAPL
14593,03OCT2017,252,0.4356%,0.9861,0.0006,0.9540%,1.0761%,21.4128%,0.1749%,AAPL
14593,02OCT2017,252,-0.2011%,0.9872,0.0006,0.9541%,1.0766%,21.4661%,-0.7003%,AAPL
14593,02NOV2017,252,0.7310%,1.0335,0.0008,0.9823%,1.1054%,21.0385%,0.6656%,AAPL
14593,29SEP2017,252,0.5480%,0.9903,0.0006,0.9529%,1.0772%,21.7358%,0.1930%,AAPL
14593,28SEP2017,252,-0.6160%,1.0000,0.0006,0.9538%,1.0821%,22.3153%,-0.7512%,AAPL
14593,27SEP2017,252,0.7118%,1.0018,0.0006,0.9524%,1.0818%,22.4880%,0.0785%,AAPL
14593,26SEP2017,252,1.7204%,0.9972,0.0006,0.9530%,1.0812%,22.3110%,1.6662%,AAPL
14593,08NOV2017,252,0.8180%,1.0660,0.0010,0.9901%,1.1099%,20.4313%,0.6861%,AAPL
14593,25SEP2017,252,-0.8822%,0.9839,0.0006,0.9495%,1.0765%,22.2073%,-0.6392%,AAPL
14593,22SEP2017,252,-0.9779%,0.9919,0.0006,0.9512%,1.0806%,22.5162%,-1.1022%,AAPL
14593,21SEP2017,252,-1.7172%,0.9945,0.0006,0.9484%,1.0795%,22.8157%,-1.4510%,AAPL
14593,20SEP2017,252,-1.6758%,0.9685,0.0006,0.9466%,1.0732%,22.2096%,-1.8362%,AAPL
14593,20NOV2017,252,-0.0999%,1.1628,0.0010,0.9347%,1.0801%,25.1138%,-0.3482%,AAPL
14593,19SEP2017,252,0.0378%,0.9710,0.0007,0.9389%,1.0671%,22.5813%,-0.1129%,AAPL
14593,18SEP2017,252,-0.7568%,0.9716,0.0007,0.9423%,1.0703%,22.4756%,-0.9961%,AAPL
14593,15SEP2017,252,1.0109%,0.9760,0.0007,0.9401%,1.0697%,22.7567%,0.8145%,AAPL
14593,14SEP2017,252,-0.8581%,1.0075,0.0007,0.9498%,1.0879%,23.7779%,-0.7434%,AAPL
14593,27NOV2017,252,-0.5029%,1.1684,0.0010,0.9374%,1.0832%,25.0979%,-0.4369%,AAPL
14593,13SEP2017,252,-0.7522%,0.9973,0.0009,0.9742%,1.1067%,22.5107%,-0.8581%,AAPL
14593,12SEP2017,252,-0.3963%,0.9170,0.0012,0.9998%,1.1139%,19.4333%,-0.8133%,AAPL
14593,11SEP2017,252,1.8092%,0.9365,0.0012,0.9993%,1.1208%,20.5027%,0.7996%,AAPL
14593,08SEP2017,252,-1.6309%,0.9302,0.0012,0.9984%,1.1268%,21.4804%,-1.4865%,AAPL
14593,07SEP2017,252,-0.4015%,0.9335,0.0012,1.0065%,1.1347%,21.3324%,-0.3412%,AAPL
14593,06SEP2017,252,-0.1049%,0.9329,0.0012,1.0064%,1.1345%,21.3113%,-0.3712%,AAPL
14593,05SEP2017,252,-1.2009%,0.9333,0.0012,1.0062%,1.1344%,21.3289%,-0.4535%,AAPL
14593,01SEP2017,252,0.0305%,0.9289,0.0012,1.0058%,1.1321%,21.0712%,-0.2255%,AAPL
14593,01DEC2017,252,-0.4655%,1.1399,0.0009,0.9534%,1.0925%,23.8299%,-0.2180%,AAPL
14593,31AUG2017,252,0.3979%,0.9296,0.0013,1.0059%,1.1323%,21.0841%,-0.1834%,AAPL
14593,30AUG2017,252,0.2701%,0.9311,0.0013,1.0058%,1.1323%,21.0939%,-0.2296%,AAPL
14593,13DEC2017,252,0.3320%,1.1497,0.0009,0.9513%,1.0880%,23.5480%,0.3048%,AAPL
14593,29AUG2017,252,0.8918%,0.9352,0.0013,1.0067%,1.1338%,21.1704%,0.7948%,AAPL
14593,28AUG2017,252,1.0071%,0.9304,0.0012,1.0069%,1.1331%,21.0413%,0.9286%,AAPL
14593,19DEC2017,252,-1.0656%,1.1709,0.0008,0.9518%,1.0943%,24.3494%,-0.7199%,AAPL
14593,25AUG2017,252,0.3704%,0.9317,0.0012,1.0062%,1.1329%,21.1177%,0.1986%,AAPL
14593,24AUG2017,252,-0.4438%,0.9323,0.0011,1.0066%,1.1334%,21.1290%,-0.3170%,AAPL
14593,23AUG2017,252,0.1252%,0.9340,0.0011,1.0065%,1.1343%,21.2642%,0.4205%,AAPL
14593,22AUG2017,252,1.6348%,0.9353,0.0011,1.0063%,1.1343%,21.2975%,0.6364%,AAPL
14593,26DEC2017,252,-2.5370%,1.1797,0.0007,0.9645%,1.1066%,24.0280%,-2.4589%,AAPL
14593,21AUG2017,252,-0.1841%,0.9293,0.0011,1.0072%,1.1320%,20.8345%,-0.2439%,AAPL
14593,18AUG2017,252,-0.2281%,0.9288,0.0011,1.0071%,1.1319%,20.8268%,-0.0931%,AAPL
14593,17AUG2017,252,-1.9198%,0.9265,0.0011,1.0076%,1.1317%,20.7334%,-0.4708%,AAPL
14593,16AUG2017,252,-0.4022%,0.9139,0.0011,1.0072%,1.1242%,19.7309%,-0.5705%,AAPL
14593,15AUG2017,252,1.0948%,0.9123,0.0011,1.0065%,1.1238%,19.7800%,1.1918%,AAPL
14593,14AUG2017,252,1.5050%,0.9180,0.0011,1.0053%,1.1241%,20.0329%,0.5617%,AAPL
14593,11AUG2017,252,1.3907%,0.9119,0.0011,1.0049%,1.1210%,19.6345%,1.2056%,AAPL
14593,10AUG2017,252,-3.1727%,0.9054,0.0010,1.0034%,1.1184%,19.5042%,-1.8850%,AAPL
14593,09AUG2017,252,0.6122%,0.8669,0.0011,0.9964%,1.0999%,17.9229%,0.7298%,AAPL
14593,08AUG2017,252,0.7997%,0.8686,0.0011,0.9958%,1.0996%,17.9907%,1.0047%,AAPL
14593,07AUG2017,252,1.5474%,0.8710,0.0011,0.9954%,1.0997%,18.0703%,1.4032%,AAPL
14593,04AUG2017,252,0.5271%,0.8765,0.0011,0.9927%,1.0996%,18.4876%,0.3041%,AAPL
14593,03AUG2017,252,-0.9991%,0.8759,0.0011,0.9931%,1.0997%,18.4495%,-0.8191%,AAPL
14593,02AUG2017,252,4.7251%,0.8763,0.0011,0.9925%,1.0993%,18.4967%,4.7927%,AAPL
14593,01AUG2017,252,0.8875%,0.8957,0.0009,0.9493%,1.0660%,20.7111%,0.6702%,AAPL
14593,31JUL2017,252,-0.5151%,0.8888,0.0010,0.9554%,1.0699%,20.2518%,-0.4215%,AAPL
14593,28JUL2017,252,-0.7040%,0.8870,0.0010,0.9552%,1.0692%,20.1927%,-0.5573%,AAPL
14593,27JUL2017,252,-1.8897%,0.8866,0.0010,0.9567%,1.0705%,20.1158%,-1.7729%,AAPL
14593,26JUL2017,252,0.4714%,0.8631,0.0014,1.0340%,1.1348%,16.9640%,0.5192%,AAPL
14593,25JUL2017,252,0.4274%,0.8630,0.0013,1.0355%,1.1360%,16.9185%,0.0932%,AAPL
14593,24JUL2017,252,1.2111%,0.8688,0.0013,1.0384%,1.1400%,17.0300%,1.2330%,AAPL
14593,21JUL2017,252,-0.0466%,0.8628,0.0012,1.0393%,1.1397%,16.8415%,0.0186%,AAPL
14593,20JUL2017,252,-0.4503%,0.8646,0.0012,1.0395%,1.1405%,16.9270%,-0.4457%,AAPL
14593,19JUL2017,252,0.6263%,0.8615,0.0012,1.0393%,1.1398%,16.8651%,0.1143%,AAPL
14593,18JUL2017,252,0.3477%,0.8611,0.0012,1.0393%,1.1395%,16.8152%,0.3092%,AAPL
14593,17JUL2017,252,0.3489%,0.8630,0.0012,1.0403%,1.1408%,16.8575%,0.3449%,AAPL
14593,14JUL2017,252,0.8594%,0.8633,0.0012,1.0402%,1.1409%,16.8723%,0.4900%,AAPL
14593,13JUL2017,252,1.3929%,0.8701,0.0012,1.0437%,1.1457%,17.0086%,1.2411%,AAPL
14593,12JUL2017,252,0.1443%,0.8695,0.0012,1.0421%,1.1441%,17.0330%,-0.4875%,AAPL
14593,11JUL2017,252,0.3240%,0.8719,0.0012,1.0416%,1.1443%,17.1327%,0.3200%,AAPL
14593,10JUL2017,252,0.6104%,0.8712,0.0012,1.0416%,1.1443%,17.1344%,0.5635%,AAPL
14593,07JUL2017,252,1.0159%,0.8565,0.0011,1.0422%,1.1445%,17.0779%,0.4142%,AAPL
14593,06JUL2017,252,-0.9439%,0.8538,0.0011,1.0422%,1.1434%,16.9169%,-0.1404%,AAPL
14593,05JUL2017,252,0.4111%,0.8499,0.0011,1.0421%,1.1415%,16.6537%,0.3047%,AAPL
14593,03JUL2017,252,-0.3611%,0.8538,0.0011,1.0423%,1.1436%,16.9340%,-0.5703%,AAPL
14593,30JUN2017,252,0.2366%,0.8553,0.0011,1.0414%,1.1431%,17.0067%,0.1140%,AAPL
14593,28JUN2017,252,1.4611%,0.8274,0.0012,1.0410%,1.1412%,16.7915%,0.6176%,AAPL
14593,27JUN2017,252,-1.4333%,0.8240,0.0012,1.0405%,1.1423%,17.0219%,-0.7466%,AAPL
14593,26JUN2017,252,-0.3145%,0.8114,0.0012,1.0391%,1.1424%,17.2602%,-0.3498%,AAPL
14593,22JUN2017,252,-0.1645%,0.7986,0.0012,1.0396%,1.1576%,19.3450%,-0.1835%,AAPL
14593,21JUN2017,252,0.5931%,0.7994,0.0012,1.0397%,1.1580%,19.3839%,0.6461%,AAPL
14593,20JUN2017,252,-0.9088%,0.8009,0.0012,1.0398%,1.1584%,19.4395%,-0.3340%,AAPL
14593,19JUN2017,252,2.8608%,0.7916,0.0012,1.0410%,1.1567%,19.0003%,2.1838%,AAPL
14593,14JUN2017,252,-0.9755%,0.7812,0.0011,1.0373%,1.1499%,18.6229%,-0.8462%,AAPL
14593,15JUN2017,252,-0.5993%,0.7823,0.0011,1.0375%,1.1505%,18.6768%,-0.3680%,AAPL
14593,08JUN2017,252,-0.2446%,0.7731,0.0014,0.9970%,1.1134%,19.8205%,-0.3866%,AAPL
14593,07JUN2017,252,0.5957%,0.7721,0.0014,0.9970%,1.1132%,19.7945%,0.4769%,AAPL
14593,06JUN2017,252,0.3378%,0.7719,0.0014,0.9968%,1.1130%,19.7919%,0.5515%,AAPL
14593,05JUN2017,252,-0.9778%,0.7740,0.0014,0.9965%,1.1135%,19.9102%,-0.8499%,AAPL
14593,02JUN2017,252,1.4819%,0.7701,0.0014,0.9948%,1.1110%,19.8269%,1.2115%,AAPL
14593,01JUN2017,252,0.2749%,0.7641,0.0013,0.9952%,1.1097%,19.5677%,-0.4567%,AAPL
14593,26MAY2017,252,-0.1690%,0.7647,0.0013,1.0005%,1.1139%,19.3239%,-0.2178%,AAPL
14593,24MAY2017,252,-0.2991%,0.7710,0.0013,1.0035%,1.1187%,19.5361%,-0.4882%,AAPL
14593,22MAY2017,252,0.6076%,0.7730,0.0014,1.0058%,1.1233%,19.8288%,0.1705%,AAPL
14593,15MAY2017,252,-0.2563%,0.7585,0.0017,1.0127%,1.1229%,18.6644%,-0.6602%,AAPL
14593,16MAY2017,252,-0.1477%,0.7337,0.0016,0.9972%,1.1013%,18.0109%,-0.1280%,AAPL
14593,17MAY2017,252,-3.3576%,0.7752,0.0015,1.0053%,1.1234%,19.9158%,-1.9152%,AAPL
14593,11MAY2017,252,0.8613%,0.7642,0.0016,1.0201%,1.1317%,18.7549%,1.0588%,AAPL
14593,10MAY2017,252,-0.4741%,0.7712,0.0015,1.0189%,1.1335%,19.1946%,-0.6382%,AAPL
14593,08MAY2017,252,2.7188%,0.7679,0.0015,1.0175%,1.1327%,19.3043%,2.7466%,AAPL
14593,04MAY2017,252,-0.3604%,0.7643,0.0013,1.0039%,1.1194%,19.5770%,-0.3788%,AAPL
14593,03MAY2017,252,-0.3051%,0.7687,0.0013,1.0043%,1.1216%,19.8259%,-0.1667%,AAPL
14593,28APR2017,252,-0.0974%,0.7409,0.0013,1.0111%,1.1218%,18.7618%,0.1289%,AAPL
14593,25APR2017,252,0.6196%,0.7535,0.0009,1.1035%,1.2100%,16.8296%,0.1185%,AAPL
14593,26APR2017,252,-0.5881%,0.7557,0.0009,1.1026%,1.2097%,16.9292%,-0.6213%,AAPL
14593,24APR2017,252,0.9630%,0.7546,0.0009,1.1039%,1.2104%,16.8297%,0.0696%,AAPL
14593,19APR2017,252,-0.3683%,0.7547,0.0008,1.1049%,1.2098%,16.5922%,-0.3111%,AAPL
14593,18APR2017,252,-0.4442%,0.7524,0.0008,1.1059%,1.2101%,16.4885%,-0.2631%,AAPL
14593,10APR2017,252,-0.1186%,0.7499,0.0007,1.1246%,1.2273%,16.0391%,-0.1815%,AAPL
14593,11APR2017,252,-1.0756%,0.7469,0.0006,1.1263%,1.2273%,15.7871%,-1.0411%,AAPL
14593,07APR2017,252,-0.2228%,0.7483,0.0007,1.1249%,1.2273%,15.9932%,-0.1659%,AAPL
14593,05APR2017,252,-0.5181%,0.7647,0.0007,1.1273%,1.2354%,16.7331%,-0.1846%,AAPL
14593,04APR2017,252,0.7446%,0.7646,0.0007,1.1272%,1.2361%,16.8432%,0.7031%,AAPL
14593,30MAR2017,252,-0.1318%,0.7661,0.0007,1.1300%,1.2404%,17.0065%,-0.4094%,AAPL
14593,28MAR2017,252,2.0727%,0.7723,0.0008,1.1333%,1.2452%,17.1579%,1.5123%,AAPL
14593,27MAR2017,252,0.1707%,0.7770,0.0007,1.1334%,1.2471%,17.4015%,0.2085%,AAPL
14593,24MAR2017,252,-0.1987%,0.7773,0.0007,1.1340%,1.2477%,17.3980%,-0.1608%,AAPL
14593,22MAR2017,252,1.1299%,0.7766,0.0007,1.1340%,1.2484%,17.4805%,1.0048%,AAPL
14593,21MAR2017,252,-1.1452%,0.7751,0.0007,1.1334%,1.2474%,17.4400%,-0.0006%,AAPL
14593,20MAR2017,252,1.0501%,0.7741,0.0007,1.1335%,1.2449%,17.0944%,1.2431%,AAPL
14593,14MAR2017,252,-0.1509%,0.7637,0.0008,1.1414%,1.2495%,16.5679%,0.1230%,AAPL
14593,10MAR2017,252,0.3317%,0.7594,0.0008,1.1416%,1.2508%,16.7033%,0.0725%,AAPL
14593,18NOV2016,252,0.1000%,0.9672,-0.0004,1.2491%,1.5276%,33.1340%,0.2537%,AAPL
14593,08MAR2017,252,-0.3727%,0.7578,0.0008,1.1416%,1.2506%,16.6626%,-0.2300%,AAPL
14593,07MAR2017,252,0.1292%,0.7564,0.0008,1.1415%,1.2516%,16.8275%,0.4004%,AAPL
14593,06MAR2017,252,-0.3148%,0.7562,0.0007,1.1444%,1.2541%,16.7255%,-0.0275%,AAPL
14593,03MAR2017,252,0.5901%,0.7585,0.0008,1.1466%,1.2566%,16.7427%,0.5207%,AAPL
14593,02MAR2017,252,-0.5937%,0.7596,0.0008,1.1464%,1.2569%,16.8068%,-0.0644%,AAPL
14593,01MAR2017,252,2.0439%,0.7576,0.0007,1.1465%,1.2560%,16.6800%,0.8847%,AAPL
14593,24FEB2017,252,0.0952%,0.7876,0.0008,1.1528%,1.2736%,18.0679%,-0.0246%,AAPL
14593,22FEB2017,252,0.2999%,0.7883,0.0008,1.1543%,1.2763%,18.1987%,0.4185%,AAPL
14593,21FEB2017,252,0.7221%,0.8040,0.0007,1.1573%,1.2853%,18.9252%,0.2404%,AAPL
14593,17FEB2017,252,0.2771%,0.7995,0.0007,1.1575%,1.2856%,18.9417%,0.1151%,AAPL
14593,15FEB2017,252,0.3629%,0.8072,0.0006,1.1618%,1.2922%,19.1566%,-0.0756%,AAPL
14593,14FEB2017,252,1.2979%,0.8084,0.0006,1.1618%,1.2951%,19.5197%,0.9255%,AAPL
14593,13FEB2017,252,0.8856%,0.8232,0.0006,1.1634%,1.3040%,20.3920%,0.4904%,AAPL
14593,10FEB2017,252,-0.2266%,0.8024,0.0006,1.1663%,1.3032%,19.9030%,-0.5329%,AAPL
14593,08FEB2017,252,0.3877%,0.8012,0.0006,1.1670%,1.3046%,19.9831%,0.3377%,AAPL
14593,07FEB2017,252,0.9517%,0.8013,0.0006,1.1669%,1.3046%,19.9954%,0.9575%,AAPL
14593,03FEB2017,252,0.4279%,0.7962,0.0006,1.1737%,1.3158%,20.4391%,-0.2287%,AAPL
14593,01FEB2017,252,6.0981%,0.8023,0.0007,1.1780%,1.3214%,20.5236%,6.0636%,AAPL
14593,31JAN2017,252,-0.2302%,0.8111,0.0004,1.1156%,1.2737%,23.2821%,-0.2322%,AAPL
14593,23JAN2017,252,0.0667%,0.8791,0.0001,1.1744%,1.3629%,25.7554%,0.3324%,AAPL
14593,26JAN2017,252,0.0492%,0.8358,0.0004,1.1201%,1.2928%,24.9425%,0.1354%,AAPL
14593,25JAN2017,252,1.5921%,0.8812,0.0001,1.1753%,1.3598%,25.2980%,0.8595%,AAPL
14593,20JAN2017,252,0.1837%,0.9232,0.0002,1.1940%,1.4022%,27.4933%,-0.1224%,AAPL
14593,17JAN2017,252,0.8065%,0.9163,0.0002,1.1970%,1.4031%,27.2123%,1.2586%,AAPL
14593,13JAN2017,252,-0.1761%,0.9268,0.0001,1.1948%,1.4112%,28.3173%,-0.4488%,AAPL
14593,06JAN2017,252,1.1148%,0.9283,0.0002,1.2020%,1.4317%,29.5197%,0.8360%,AAPL
14593,09JAN2017,252,0.9159%,0.9356,0.0002,1.2006%,1.4324%,29.7496%,1.2574%,AAPL
14593,10JAN2017,252,0.1009%,0.9369,0.0001,1.1960%,1.4291%,29.9669%,-0.0508%,AAPL
14593,30DEC2016,252,-0.7796%,0.9513,0.0001,1.2208%,1.4701%,31.0364%,-0.2835%,AAPL
14593,03JAN2017,252,0.2849%,0.9634,-0.0000,1.2170%,1.4701%,31.4697%,-0.5066%,AAPL
14593,29DEC2016,252,-0.0257%,0.9559,0.0000,1.2225%,1.4744%,31.2552%,0.0116%,AAPL
14593,27DEC2016,252,0.6351%,0.9646,0.0000,1.2238%,1.4807%,31.6887%,0.3734%,AAPL
14593,23DEC2016,252,0.1978%,0.9657,-0.0000,1.2247%,1.4821%,31.7118%,0.0132%,AAPL
14593,21DEC2016,252,0.0941%,0.9656,-0.0000,1.2248%,1.4839%,31.8693%,0.3239%,AAPL
14593,20DEC2016,252,0.2658%,0.9620,-0.0001,1.2261%,1.4839%,31.7300%,-0.1594%,AAPL
14593,15DEC2016,252,0.5469%,0.9793,-0.0002,1.2286%,1.5017%,33.0614%,0.0977%,AAPL
14593,16DEC2016,252,0.1295%,0.9735,-0.0001,1.2281%,1.4955%,32.5661%,0.3440%,AAPL
14593,14DEC2016,252,0.0000%,0.9744,-0.0002,1.2293%,1.5020%,33.0223%,0.7888%,AAPL
14593,09DEC2016,252,1.6322%,0.9648,-0.0004,1.2405%,1.5117%,32.6627%,1.1884%,AAPL
14593,08DEC2016,252,0.9817%,0.9626,-0.0005,1.2381%,1.5085%,32.6347%,0.6324%,AAPL
14593,01DEC2016,252,-0.9320%,0.9796,-0.0004,1.2417%,1.5269%,33.8731%,-0.5809%,AAPL
14593,02DEC2016,252,0.3745%,0.9839,-0.0004,1.2414%,1.5260%,33.8209%,0.3735%,AAPL
14593,30NOV2016,252,-0.8434%,0.9779,-0.0004,1.2412%,1.5269%,33.9146%,-0.6020%,AAPL
14593,29NOV2016,252,-0.0986%,0.9694,-0.0004,1.2454%,1.5268%,33.4588%,-0.2060%,AAPL
14593,28NOV2016,252,-0.1968%,0.9673,-0.0004,1.2467%,1.5270%,33.3408%,0.4222%,AAPL
14593,25NOV2016,252,0.5035%,0.9687,-0.0004,1.2465%,1.5270%,33.3671%,0.1152%,AAPL
14593,21NOV2016,252,1.5174%,0.9698,-0.0004,1.2502%,1.5304%,33.2665%,0.7716%,AAPL
14593,17NOV2016,252,-0.0364%,0.9663,-0.0004,1.2523%,1.5297%,32.9814%,-0.5862%,AAPL
14593,15NOV2016,252,1.3244%,0.9824,-0.0004,1.2433%,1.5336%,34.2741%,0.5376%,AAPL
14593,11NOV2016,252,0.5937%,0.9940,-0.0004,1.2368%,1.5377%,35.3096%,0.4153%,AAPL
14593,10NOV2016,252,-2.7868%,0.9857,-0.0004,1.2385%,1.5374%,35.0977%,-3.1046%,AAPL
14593,09NOV2016,252,-0.1621%,0.9901,-0.0003,1.2233%,1.5277%,35.8815%,-1.6219%,AAPL
14593,04NOV2016,252,-0.9014%,1.0041,-0.0003,1.2359%,1.5375%,35.3881%,-0.7819%,AAPL
14593,03NOV2016,252,-1.0664%,1.0038,-0.0003,1.2351%,1.5367%,35.3993%,-0.6663%,AAPL
14593,01NOV2016,252,-1.8055%,1.0071,-0.0003,1.2345%,1.5373%,35.5097%,-1.1235%,AAPL
14593,28OCT2016,252,-0.6639%,1.0053,-0.0002,1.2329%,1.5366%,35.6252%,-0.3739%,AAPL
14593,27OCT2016,252,-0.9603%,1.0034,-0.0002,1.2353%,1.5375%,35.4446%,-0.6246%,AAPL
14593,24OCT2016,252,0.9005%,1.0238,-0.0001,1.2525%,1.5648%,35.9322%,0.3417%,AAPL
14593,21OCT2016,252,-0.3930%,1.0330,-0.0001,1.2586%,1.5758%,36.2137%,-0.4146%,AAPL
14593,18OCT2016,252,-0.0681%,1.0291,0.0001,1.2649%,1.5824%,36.1028%,-0.6876%,AAPL
14593,13OCT2016,252,-0.3068%,1.0287,0.0001,1.2661%,1.5858%,36.2554%,0.1254%,AAPL
14593,12OCT2016,252,0.8942%,1.0313,0.0000,1.2671%,1.5883%,36.3578%,0.8316%,AAPL
14593,28SEP2016,252,0.7605%,0.9979,-0.0003,1.2834%,1.5912%,34.9497%,0.1999%,AAPL
14593,06OCT2016,252,0.7430%,1.0292,-0.0001,1.2757%,1.5928%,35.8505%,0.8035%,AAPL
14593,07OCT2016,252,0.1493%,1.0356,-0.0000,1.2698%,1.5910%,36.3010%,0.5394%,AAPL
14593,29SEP2016,252,-1.5533%,1.0064,-0.0003,1.2830%,1.5928%,35.1169%,-0.5763%,AAPL
14593,30SEP2016,252,0.7755%,1.0063,-0.0003,1.2822%,1.5930%,35.2145%,-0.1111%,AAPL
14593,26SEP2016,252,0.1508%,0.9922,-0.0004,1.2967%,1.6070%,34.8849%,1.0267%,AAPL
14593,14OCT2016,252,0.5556%,1.0295,0.0001,1.2666%,1.5835%,36.0237%,0.5444%,AAPL
14593,02AUG2016,252,-1.4804%,1.0887,-0.0005,1.3431%,1.7909%,43.7595%,-0.7188%,AAPL
14593,21SEP2016,252,-0.0176%,0.9894,-0.0003,1.2966%,1.6037%,34.6254%,-1.1342%,AAPL
14593,20SEP2016,252,-0.0088%,0.9961,-0.0003,1.2949%,1.6068%,35.0569%,0.0101%,AAPL
14593,15SEP2016,252,3.3998%,0.9905,-0.0002,1.3030%,1.6135%,34.7874%,2.3529%,AAPL
14593,16SEP2016,252,-0.5624%,0.9891,-0.0001,1.2972%,1.6082%,34.9362%,-0.2068%,AAPL
14593,14SEP2016,252,3.5387%,0.9775,-0.0003,1.2951%,1.5993%,34.4243%,3.6159%,AAPL
14593,09SEP2016,252,-2.2650%,0.9973,-0.0006,1.2545%,1.5749%,36.5482%,0.2130%,AAPL
14593,08SEP2016,252,-2.6209%,1.0036,-0.0005,1.2593%,1.5745%,36.0348%,-2.4411%,AAPL
14593,07SEP2016,252,0.6128%,1.0045,-0.0004,1.2506%,1.5705%,36.5864%,0.5211%,AAPL
14593,01SEP2016,252,0.5938%,1.0031,-0.0005,1.2558%,1.5839%,37.1381%,0.5621%,AAPL
14593,30AUG2016,252,-0.7676%,1.0400,-0.0005,1.2680%,1.6310%,39.5539%,-0.6233%,AAPL
14593,29AUG2016,252,-0.1122%,1.0384,-0.0005,1.2677%,1.6305%,39.5509%,-0.6643%,AAPL
14593,26AUG2016,252,-0.5857%,1.0397,-0.0005,1.2671%,1.6306%,39.6138%,-0.4301%,AAPL
14593,24AUG2016,252,-0.7533%,1.0705,-0.0004,1.2727%,1.6796%,42.5824%,-0.1600%,AAPL
14593,22AUG2016,252,-0.7772%,1.0377,-0.0002,1.2823%,1.6867%,42.2077%,-0.7569%,AAPL
14593,19AUG2016,252,0.2567%,1.0690,-0.0003,1.2952%,1.7299%,43.9433%,0.3730%,AAPL
14593,16AUG2016,252,-0.0913%,1.0681,-0.0003,1.2950%,1.7369%,44.4121%,0.5175%,AAPL
14593,11AUG2016,252,-0.0648%,1.0694,-0.0003,1.2937%,1.7370%,44.5234%,-0.6440%,AAPL
14593,12AUG2016,252,0.2316%,1.0694,-0.0003,1.2939%,1.7370%,44.5142%,0.2948%,AAPL
14593,10AUG2016,252,-0.7444%,1.0707,-0.0002,1.2966%,1.7397%,44.4521%,-0.4310%,AAPL
14593,05AUG2016,252,1.5207%,1.0932,-0.0003,1.3291%,1.7838%,44.4857%,0.5080%,AAPL
14593,04AUG2016,252,0.6144%,1.0879,-0.0003,1.3308%,1.7813%,44.1800%,0.5590%,AAPL
14593,29JUL2016,252,-0.1246%,1.0910,-0.0006,1.3426%,1.7918%,43.8497%,-0.3111%,AAPL
14593,27JUL2016,252,6.4963%,1.0878,-0.0007,1.3425%,1.7899%,43.7476%,6.6477%,AAPL
14593,25JUL2016,252,-1.3379%,1.0899,-0.0010,1.2738%,1.7433%,46.6116%,-1.0456%,AAPL
14593,22JUL2016,252,-0.7744%,1.0863,-0.0009,1.2733%,1.7417%,46.5587%,-1.2970%,AAPL
14593,19JUL2016,252,0.0401%,1.0904,-0.0010,1.2959%,1.7615%,45.8770%,0.2790%,AAPL
14593,15JUL2016,252,-0.0101%,1.0899,-0.0010,1.3019%,1.7654%,45.6193%,0.0434%,AAPL
14593,14JUL2016,252,1.9820%,1.0914,-0.0009,1.3023%,1.7676%,45.7171%,1.4261%,AAPL
14593,13JUL2016,252,-0.5646%,1.0881,-0.0010,1.3012%,1.7641%,45.5887%,-0.5112%,AAPL
14593,11JUL2016,252,0.3103%,1.0908,-0.0009,1.3021%,1.7680%,45.7589%,-0.1622%,AAPL
14593,08JUL2016,252,0.7713%,1.0966,-0.0009,1.3051%,1.7763%,46.0149%,-0.9885%,AAPL
14593,07JUL2016,252,0.4292%,1.0993,-0.0009,1.3117%,1.7799%,45.6845%,0.4061%,AAPL
