PERMNO,DATE,n,RET,vwretd,swbeta,swalpha,ivol,tvol,R2
10107,11MAR2015,252,-0.12%,-0.02%,1.21,-0.00,1.01%,1.35%,44.09%
10107,12MAR2015,252,-2.29%,1.20%,1.21,-0.00,1.02%,1.36%,43.33%
10107,13MAR2015,252,0.88%,-0.55%,1.23,-0.00,1.01%,1.36%,44.39%
10107,16MAR2015,252,0.43%,1.18%,1.22,-0.00,1.01%,1.36%,44.23%
10107,17MAR2015,252,0.32%,-0.18%,1.23,-0.00,1.01%,1.36%,44.57%
10107,18MAR2015,252,1.93%,1.21%,1.22,-0.00,1.00%,1.34%,44.44%
10107,19MAR2015,252,-0.51%,-0.46%,1.22,-0.00,1.00%,1.34%,44.41%
10107,20MAR2015,252,1.41%,0.94%,1.23,-0.00,0.98%,1.33%,45.90%
10107,23MAR2015,252,-0.06%,-0.09%,1.23,-0.00,0.98%,1.33%,45.89%
10107,24MAR2015,252,0.11%,-0.46%,1.23,-0.00,0.98%,1.33%,45.84%
10107,25MAR2015,252,-3.36%,-1.47%,1.24,-0.00,0.98%,1.35%,47.40%
10107,26MAR2015,252,-0.60%,-0.22%,1.25,-0.00,0.97%,1.35%,47.55%
10107,27MAR2015,252,-0.58%,0.25%,1.24,-0.00,0.98%,1.34%,46.97%
10107,30MAR2015,252,-0.02%,1.15%,1.22,-0.00,0.98%,1.34%,45.93%
10107,31MAR2015,252,-0.74%,-0.71%,1.21,-0.00,0.99%,1.33%,44.78%
10107,01APR2015,252,0.16%,-0.27%,1.20,-0.00,1.00%,1.33%,44.05%
10107,02APR2015,252,-1.06%,0.40%,1.20,-0.00,1.00%,1.33%,43.58%
10107,06APR2015,252,3.11%,0.66%,1.20,-0.00,1.01%,1.35%,43.42%
10107,07APR2015,252,-0.04%,-0.21%,1.18,-0.00,1.02%,1.33%,41.23%
10107,08APR2015,252,-0.26%,0.36%,1.20,-0.00,1.02%,1.33%,41.84%
10107,09APR2015,252,0.14%,0.34%,1.20,-0.00,1.02%,1.33%,41.92%
10107,10APR2015,252,0.58%,0.46%,1.20,-0.00,1.01%,1.33%,42.57%
10107,13APR2015,252,0.10%,-0.37%,1.19,-0.00,1.01%,1.32%,41.69%
10107,14APR2015,252,-0.26%,0.19%,1.21,-0.00,1.00%,1.32%,42.17%
10107,15APR2015,252,1.45%,0.62%,1.21,-0.00,1.00%,1.32%,42.40%
10107,16APR2015,252,-0.22%,-0.04%,1.20,-0.00,1.01%,1.32%,41.12%
10107,17APR2015,252,-1.29%,-1.13%,1.19,-0.00,1.02%,1.32%,40.39%
10107,20APR2015,252,3.10%,0.81%,1.20,-0.00,1.03%,1.33%,39.56%
10107,21APR2015,252,-0.63%,-0.10%,1.20,-0.00,1.03%,1.33%,39.45%
10107,22APR2015,252,0.82%,0.41%,1.20,-0.00,1.03%,1.33%,39.63%
10107,23APR2015,252,0.83%,0.36%,1.21,-0.00,1.03%,1.33%,39.96%
10107,24APR2015,252,10.45%,0.12%,1.20,-0.00,1.21%,1.47%,32.36%
10107,27APR2015,252,0.33%,-0.48%,1.21,-0.00,1.21%,1.47%,32.59%
10107,28APR2015,252,2.34%,0.25%,1.20,-0.00,1.21%,1.47%,32.28%
10107,29APR2015,252,-0.19%,-0.39%,1.21,-0.00,1.20%,1.47%,32.74%
10107,30APR2015,252,-0.86%,-1.07%,1.21,-0.00,1.20%,1.47%,32.94%
10107,01MAY2015,252,0.03%,0.93%,1.21,-0.00,1.20%,1.47%,33.09%
10107,04MAY2015,252,-0.85%,0.30%,1.22,-0.00,1.20%,1.47%,33.12%
10107,05MAY2015,252,-1.33%,-1.16%,1.21,-0.00,1.20%,1.47%,33.13%
10107,06MAY2015,252,-2.77%,-0.34%,1.24,-0.00,1.20%,1.48%,34.09%
10107,07MAY2015,252,0.91%,0.33%,1.24,-0.00,1.20%,1.48%,34.76%
10107,08MAY2015,252,2.25%,1.21%,1.25,-0.00,1.20%,1.49%,35.07%
10107,11MAY2015,252,-0.80%,-0.40%,1.25,-0.00,1.20%,1.49%,35.07%
10107,12MAY2015,252,-0.04%,-0.22%,1.25,-0.00,1.20%,1.49%,34.89%
10107,13MAY2015,252,0.58%,0.02%,1.25,-0.00,1.20%,1.48%,34.86%
10107,14MAY2015,252,2.30%,0.97%,1.26,-0.00,1.20%,1.49%,35.25%
10107,15MAY2015,252,-0.87%,0.11%,1.24,-0.00,1.20%,1.48%,34.33%
10107,18MAY2015,252,-0.59%,0.33%,1.24,-0.00,1.20%,1.49%,34.31%
10107,19MAY2015,252,-0.25%,-0.14%,1.24,-0.00,1.20%,1.49%,34.32%
10107,20MAY2015,252,0.00%,-0.03%,1.24,-0.00,1.20%,1.49%,34.24%
10107,21MAY2015,252,-0.34%,0.25%,1.24,-0.00,1.20%,1.48%,34.29%
10107,22MAY2015,252,-1.10%,-0.22%,1.26,-0.00,1.19%,1.48%,35.21%
10107,26MAY2015,252,-0.66%,-1.05%,1.26,-0.00,1.19%,1.48%,35.30%
10107,27MAY2015,252,2.19%,0.86%,1.26,-0.00,1.20%,1.49%,34.72%
10107,28MAY2015,252,-0.34%,-0.12%,1.26,-0.00,1.20%,1.49%,34.83%
10107,29MAY2015,252,-1.24%,-0.58%,1.26,-0.00,1.20%,1.49%,34.96%
10107,01JUN2015,252,0.79%,0.15%,1.26,-0.00,1.21%,1.49%,34.51%
10107,02JUN2015,252,-0.66%,0.04%,1.25,-0.00,1.21%,1.49%,34.39%
10107,03JUN2015,252,-0.15%,0.26%,1.26,-0.00,1.20%,1.49%,34.66%
10107,04JUN2015,252,-1.05%,-0.89%,1.26,-0.00,1.20%,1.49%,34.76%
10107,05JUN2015,252,-0.47%,-0.00%,1.25,-0.00,1.20%,1.48%,34.22%
10107,08JUN2015,252,-0.89%,-0.65%,1.25,-0.00,1.20%,1.48%,34.12%
10107,09JUN2015,252,-0.17%,-0.00%,1.26,-0.00,1.20%,1.48%,34.27%
10107,10JUN2015,252,2.10%,1.15%,1.26,-0.00,1.20%,1.49%,34.77%
10107,11JUN2015,252,-0.36%,0.19%,1.26,-0.00,1.20%,1.49%,34.48%
10107,12JUN2015,252,-1.01%,-0.62%,1.26,-0.00,1.20%,1.49%,34.61%
10107,15JUN2015,252,-1.08%,-0.40%,1.26,-0.00,1.20%,1.49%,35.06%
10107,16JUN2015,252,0.78%,0.50%,1.26,-0.00,1.20%,1.49%,34.89%
10107,17JUN2015,252,0.31%,0.17%,1.26,-0.00,1.20%,1.49%,34.93%
10107,18JUN2015,252,1.63%,0.93%,1.27,-0.00,1.20%,1.49%,35.25%
10107,19JUN2015,252,-1.33%,-0.49%,1.27,-0.00,1.21%,1.49%,34.92%
10107,22JUN2015,252,0.28%,0.59%,1.27,-0.00,1.21%,1.49%,34.86%
10107,23JUN2015,252,-0.69%,0.13%,1.27,-0.00,1.20%,1.49%,35.11%
10107,24JUN2015,252,-0.60%,-0.74%,1.27,-0.00,1.20%,1.49%,35.12%
10107,25JUN2015,252,0.03%,-0.27%,1.27,-0.00,1.20%,1.49%,35.08%
10107,26JUN2015,252,-0.85%,-0.08%,1.29,-0.00,1.19%,1.49%,36.17%
10107,29JUN2015,252,-1.97%,-2.15%,1.27,-0.00,1.19%,1.50%,36.40%
10107,30JUN2015,252,-0.50%,0.30%,1.30,-0.00,1.18%,1.49%,37.53%
10107,01JUL2015,252,0.67%,0.55%,1.30,-0.00,1.18%,1.50%,37.63%
10107,02JUL2015,252,-0.10%,-0.06%,1.30,-0.00,1.18%,1.50%,37.57%
10107,06JUL2015,252,-0.02%,-0.45%,1.30,-0.00,1.18%,1.50%,37.53%
10107,07JUL2015,252,-0.20%,0.50%,1.32,-0.00,1.17%,1.50%,38.28%
10107,08JUL2015,252,-0.14%,-1.65%,1.30,-0.00,1.18%,1.49%,37.88%
10107,09JUL2015,252,0.63%,0.28%,1.30,-0.00,1.18%,1.50%,37.62%
10107,10JUL2015,252,0.20%,1.27%,1.27,-0.00,1.19%,1.50%,36.94%
10107,13JUL2015,252,2.08%,1.03%,1.29,-0.00,1.18%,1.50%,38.49%
10107,14JUL2015,252,0.18%,0.47%,1.28,-0.00,1.18%,1.50%,38.46%
10107,15JUL2015,252,0.31%,-0.25%,1.28,-0.00,1.18%,1.50%,38.49%
10107,16JUL2015,252,1.97%,0.70%,1.31,-0.00,1.14%,1.49%,41.35%
10107,17JUL2015,252,-0.09%,-0.06%,1.31,-0.00,1.14%,1.48%,41.22%
10107,20JUL2015,252,0.64%,-0.12%,1.30,-0.00,1.14%,1.48%,40.93%
10107,21JUL2015,252,0.77%,-0.41%,1.29,-0.00,1.15%,1.48%,40.15%
10107,22JUL2015,252,-3.68%,-0.24%,1.32,-0.00,1.15%,1.50%,41.27%
10107,23JUL2015,252,1.25%,-0.54%,1.30,-0.00,1.17%,1.51%,39.73%
10107,24JUL2015,252,-0.37%,-1.00%,1.28,-0.00,1.17%,1.50%,39.31%
10107,27JUL2015,252,-1.28%,-0.71%,1.28,-0.00,1.17%,1.51%,39.55%
10107,28JUL2015,252,-0.02%,1.23%,1.26,-0.00,1.18%,1.50%,38.73%
10107,29JUL2015,252,2.10%,0.76%,1.28,-0.00,1.17%,1.51%,39.91%
10107,30JUL2015,252,1.27%,0.08%,1.27,-0.00,1.18%,1.51%,39.53%
10107,31JUL2015,252,-0.38%,-0.08%,1.30,-0.00,1.17%,1.51%,39.98%
10107,03AUG2015,252,0.24%,-0.37%,1.29,-0.00,1.17%,1.51%,39.53%
10107,04AUG2015,252,1.56%,-0.17%,1.29,-0.00,1.18%,1.51%,39.42%
10107,05AUG2015,252,0.08%,0.26%,1.29,-0.00,1.18%,1.51%,39.42%
10107,06AUG2015,252,-2.02%,-0.78%,1.29,-0.00,1.18%,1.52%,39.34%
10107,07AUG2015,252,0.26%,-0.33%,1.28,-0.00,1.18%,1.51%,39.11%
10107,10AUG2015,252,1.26%,1.32%,1.29,-0.00,1.18%,1.52%,39.27%
10107,11AUG2015,252,-1.94%,-0.93%,1.30,-0.00,1.19%,1.52%,38.96%
10107,12AUG2015,252,0.71%,0.07%,1.28,-0.00,1.20%,1.52%,38.23%
10107,13AUG2015,252,-0.02%,-0.21%,1.28,-0.00,1.20%,1.52%,38.04%
10107,14AUG2015,252,0.58%,0.38%,1.28,-0.00,1.20%,1.52%,38.05%
10107,17AUG2015,252,0.68%,0.57%,1.27,-0.00,1.20%,1.52%,37.52%
10107,18AUG2015,252,0.55%,-0.35%,1.27,-0.00,1.20%,1.52%,37.17%
10107,19AUG2015,252,-1.40%,-0.88%,1.27,-0.00,1.20%,1.52%,37.81%
10107,20AUG2015,252,-2.04%,-2.17%,1.25,-0.00,1.18%,1.52%,39.66%
10107,21AUG2015,252,-5.67%,-2.80%,1.37,0.00,1.08%,1.57%,52.63%
10107,24AUG2015,252,-3.23%,-3.86%,1.29,0.00,1.07%,1.58%,54.04%
10107,25AUG2015,252,-2.90%,-1.03%,1.30,0.00,1.07%,1.59%,54.87%
10107,26AUG2015,252,5.53%,3.38%,1.33,0.00,1.05%,1.63%,58.62%
10107,27AUG2015,252,2.79%,2.45%,1.31,0.00,1.03%,1.64%,60.64%
10107,28AUG2015,252,0.07%,0.26%,1.31,0.00,1.03%,1.64%,60.53%
10107,31AUG2015,252,-0.93%,-0.73%,1.31,0.00,1.02%,1.64%,61.13%
10107,01SEP2015,252,-3.91%,-2.82%,1.31,0.00,1.03%,1.65%,61.44%
10107,02SEP2015,252,3.68%,1.64%,1.31,0.00,1.06%,1.67%,59.33%
10107,03SEP2015,252,0.32%,0.18%,1.31,0.00,1.06%,1.67%,59.33%
10107,04SEP2015,252,-2.05%,-1.38%,1.31,0.00,1.08%,1.67%,58.62%
10107,08SEP2015,252,3.00%,2.37%,1.31,0.00,1.09%,1.68%,58.11%
10107,09SEP2015,252,-1.87%,-1.28%,1.31,0.00,1.10%,1.68%,57.45%
10107,10SEP2015,252,0.51%,0.44%,1.31,0.00,1.10%,1.68%,57.39%
10107,11SEP2015,252,0.44%,0.34%,1.31,0.00,1.10%,1.68%,57.43%
10107,14SEP2015,252,-1.01%,-0.42%,1.31,0.00,1.10%,1.69%,57.02%
10107,15SEP2015,252,2.18%,1.14%,1.31,0.00,1.10%,1.69%,57.52%
10107,16SEP2015,252,0.73%,0.95%,1.31,-0.00,1.10%,1.69%,57.53%
10107,17SEP2015,252,-0.11%,-0.07%,1.31,0.00,1.10%,1.69%,57.83%
10107,18SEP2015,252,-1.74%,-1.54%,1.31,0.00,1.10%,1.69%,57.93%
10107,21SEP2015,252,1.45%,0.33%,1.31,0.00,1.10%,1.69%,57.44%
10107,22SEP2015,252,-0.48%,-1.36%,1.30,0.00,1.11%,1.69%,57.07%
10107,23SEP2015,252,-0.07%,-0.35%,1.30,0.00,1.11%,1.69%,56.83%
10107,24SEP2015,252,0.09%,-0.37%,1.30,0.00,1.10%,1.69%,57.15%
10107,25SEP2015,252,0.07%,-0.21%,1.29,0.00,1.10%,1.68%,57.36%
10107,28SEP2015,252,-1.48%,-2.71%,1.27,0.00,1.10%,1.68%,57.03%
10107,29SEP2015,252,0.35%,-0.09%,1.27,0.00,1.11%,1.68%,56.90%
10107,30SEP2015,252,1.89%,1.94%,1.26,0.00,1.11%,1.69%,57.11%
10107,01OCT2015,252,0.79%,0.19%,1.27,0.00,1.10%,1.69%,57.86%
10107,02OCT2015,252,2.15%,1.52%,1.28,0.00,1.08%,1.69%,58.92%
10107,05OCT2015,252,2.33%,1.88%,1.28,0.00,1.08%,1.70%,59.69%
10107,06OCT2015,252,0.26%,-0.31%,1.28,-0.00,1.07%,1.70%,60.12%
10107,07OCT2015,252,0.11%,0.98%,1.28,-0.00,1.07%,1.70%,59.95%
10107,08OCT2015,252,1.39%,0.85%,1.29,-0.00,1.04%,1.69%,62.31%
10107,09OCT2015,252,-0.72%,0.14%,1.29,-0.00,1.04%,1.69%,61.93%
10107,12OCT2015,252,-0.23%,-0.02%,1.24,-0.00,1.09%,1.67%,57.56%
10107,13OCT2015,252,-0.23%,-0.78%,1.25,-0.00,1.08%,1.66%,57.63%
10107,14OCT2015,252,-0.45%,-0.43%,1.25,-0.00,1.08%,1.67%,57.68%
10107,15OCT2015,252,0.71%,1.47%,1.24,-0.00,1.08%,1.66%,57.69%
10107,16OCT2015,252,1.06%,0.34%,1.25,-0.00,1.07%,1.66%,58.69%
10107,19OCT2015,252,0.23%,-0.07%,1.25,-0.00,1.08%,1.66%,57.85%
10107,20OCT2015,252,0.31%,-0.12%,1.25,-0.00,1.09%,1.66%,57.08%
10107,21OCT2015,252,-1.19%,-0.80%,1.25,-0.00,1.09%,1.66%,56.72%
10107,22OCT2015,252,1.76%,1.40%,1.25,-0.00,1.08%,1.66%,57.46%
10107,23OCT2015,252,10.08%,0.95%,1.32,-0.00,1.16%,1.76%,56.63%
10107,26OCT2015,252,2.61%,-0.28%,1.31,0.00,1.17%,1.76%,55.67%
10107,27OCT2015,252,-1.03%,-0.45%,1.31,0.00,1.17%,1.76%,55.66%
10107,28OCT2015,252,0.54%,1.37%,1.31,0.00,1.17%,1.76%,55.56%
10107,29OCT2015,252,-1.15%,-0.22%,1.30,0.00,1.18%,1.76%,55.00%
10107,30OCT2015,252,-1.35%,-0.40%,1.31,0.00,1.18%,1.76%,55.49%
10107,02NOV2015,252,1.14%,1.25%,1.31,0.00,1.18%,1.76%,55.17%
10107,03NOV2015,252,1.71%,0.31%,1.31,0.00,1.18%,1.76%,55.42%
10107,04NOV2015,252,0.46%,-0.34%,1.31,0.00,1.18%,1.76%,55.38%
10107,05NOV2015,252,-0.04%,-0.14%,1.31,0.00,1.18%,1.76%,55.36%
10107,06NOV2015,252,0.99%,-0.04%,1.30,0.00,1.19%,1.76%,54.60%
10107,09NOV2015,252,-1.38%,-0.96%,1.30,0.00,1.19%,1.76%,54.75%
10107,10NOV2015,252,-1.20%,0.13%,1.31,0.00,1.18%,1.76%,55.16%
10107,11NOV2015,252,0.26%,-0.41%,1.30,0.00,1.19%,1.77%,54.89%
10107,12NOV2015,252,-0.62%,-1.45%,1.29,0.00,1.19%,1.77%,54.59%
10107,13NOV2015,252,-0.90%,-0.98%,1.29,0.00,1.19%,1.76%,54.78%
10107,16NOV2015,252,1.75%,1.38%,1.29,0.00,1.19%,1.77%,54.65%
10107,17NOV2015,252,-0.81%,-0.14%,1.28,0.00,1.20%,1.77%,53.96%
10107,18NOV2015,252,1.66%,1.53%,1.28,0.00,1.20%,1.77%,54.22%
10107,19NOV2015,252,0.17%,-0.10%,1.29,0.00,1.19%,1.77%,54.61%
10107,20NOV2015,252,0.46%,0.30%,1.28,0.00,1.19%,1.77%,54.52%
10107,23NOV2015,252,0.00%,-0.07%,1.29,0.00,1.18%,1.76%,55.42%
10107,24NOV2015,252,0.11%,0.24%,1.30,0.00,1.17%,1.76%,55.75%
10107,25NOV2015,252,-1.03%,0.12%,1.30,0.00,1.18%,1.76%,55.56%
10107,27NOV2015,252,0.45%,0.08%,1.30,0.00,1.18%,1.76%,55.59%
10107,30NOV2015,252,0.78%,-0.39%,1.30,0.00,1.17%,1.77%,55.95%
10107,01DEC2015,252,1.60%,0.95%,1.31,0.00,1.16%,1.76%,56.51%
10107,02DEC2015,252,-0.02%,-1.07%,1.31,0.00,1.17%,1.76%,56.23%
10107,03DEC2015,252,-1.83%,-1.43%,1.31,0.00,1.16%,1.77%,56.67%
10107,04DEC2015,252,3.15%,1.64%,1.31,0.00,1.19%,1.78%,55.40%
10107,07DEC2015,252,-0.18%,-0.98%,1.30,0.00,1.19%,1.78%,55.12%
10107,08DEC2015,252,-0.04%,-0.61%,1.29,0.00,1.19%,1.77%,54.88%
10107,09DEC2015,252,-1.45%,-0.66%,1.29,0.00,1.19%,1.77%,54.77%
10107,10DEC2015,252,0.53%,0.21%,1.29,0.00,1.20%,1.77%,54.51%
10107,11DEC2015,252,-2.19%,-1.99%,1.29,0.00,1.19%,1.78%,54.92%
10107,14DEC2015,252,2.00%,0.16%,1.30,0.00,1.20%,1.78%,54.54%
10107,15DEC2015,252,0.11%,1.13%,1.29,0.00,1.21%,1.78%,53.81%
10107,16DEC2015,252,1.68%,1.49%,1.29,0.00,1.18%,1.77%,55.40%
10107,17DEC2015,252,-0.77%,-1.46%,1.31,0.00,1.18%,1.77%,55.65%
10107,18DEC2015,252,-2.82%,-1.51%,1.30,0.00,1.20%,1.76%,53.79%
10107,21DEC2015,252,1.29%,0.72%,1.31,0.00,1.20%,1.77%,53.83%
10107,22DEC2015,252,0.95%,0.88%,1.30,0.00,1.20%,1.77%,53.94%
10107,23DEC2015,252,0.85%,1.37%,1.29,0.00,1.20%,1.77%,53.71%
10107,24DEC2015,252,-0.27%,-0.08%,1.29,0.00,1.20%,1.77%,53.81%
10107,28DEC2015,252,0.50%,-0.33%,1.30,0.00,1.20%,1.77%,54.11%
10107,29DEC2015,252,1.07%,1.00%,1.30,0.00,1.20%,1.77%,54.14%
10107,30DEC2015,252,-0.42%,-0.74%,1.29,0.00,1.20%,1.76%,53.91%
10107,31DEC2015,252,-1.47%,-0.82%,1.30,0.00,1.19%,1.77%,54.60%
10107,04JAN2016,252,-1.23%,-1.49%,1.30,0.00,1.18%,1.77%,55.27%
10107,05JAN2016,252,0.46%,0.14%,1.31,0.00,1.18%,1.77%,55.27%
10107,06JAN2016,252,-1.82%,-1.38%,1.31,0.00,1.17%,1.77%,55.91%
10107,07JAN2016,252,-3.48%,-2.39%,1.32,0.00,1.15%,1.78%,58.15%
10107,08JAN2016,252,0.31%,-1.10%,1.30,0.00,1.17%,1.77%,56.48%
10107,11JAN2016,252,-0.06%,-0.17%,1.30,0.00,1.17%,1.77%,56.60%
10107,12JAN2016,252,0.92%,0.61%,1.29,0.00,1.17%,1.77%,55.94%
10107,13JAN2016,252,-2.16%,-2.59%,1.29,0.00,1.19%,1.77%,55.39%
10107,14JAN2016,252,2.85%,1.55%,1.28,0.00,1.22%,1.78%,52.90%
10107,15JAN2016,252,-3.99%,-2.17%,1.28,0.00,1.24%,1.80%,52.58%
10107,19JAN2016,252,-0.84%,-0.24%,1.29,0.00,1.23%,1.80%,53.49%
10107,20JAN2016,252,0.45%,-1.06%,1.29,0.00,1.23%,1.80%,53.20%
10107,21JAN2016,252,-0.61%,0.57%,1.29,0.00,1.23%,1.80%,53.55%
10107,22JAN2016,252,3.59%,2.25%,1.29,0.00,1.23%,1.80%,53.19%
10107,25JAN2016,252,-0.96%,-1.67%,1.29,0.00,1.24%,1.80%,52.95%
10107,26JAN2016,252,0.73%,1.59%,1.30,0.00,1.24%,1.81%,52.89%
10107,27JAN2016,252,-1.82%,-1.05%,1.23,0.00,1.17%,1.70%,52.95%
10107,28JAN2016,252,1.63%,0.50%,1.23,0.00,1.16%,1.69%,53.06%
10107,29JAN2016,252,5.83%,2.46%,1.26,0.00,1.14%,1.72%,55.78%
10107,01FEB2016,252,-0.69%,-0.04%,1.27,0.00,1.10%,1.70%,57.93%
10107,02FEB2016,252,-3.13%,-2.01%,1.27,0.00,1.11%,1.71%,57.74%
10107,03FEB2016,252,-1.58%,0.57%,1.29,0.00,1.10%,1.71%,58.63%
10107,04FEB2016,252,-0.31%,0.37%,1.28,0.00,1.10%,1.71%,58.40%
10107,05FEB2016,252,-3.54%,-1.96%,1.30,0.00,1.09%,1.73%,60.18%
10107,08FEB2016,252,-1.50%,-1.70%,1.29,0.00,1.08%,1.73%,60.82%
10107,09FEB2016,252,-0.26%,-0.31%,1.29,0.00,1.08%,1.73%,61.03%
10107,10FEB2016,252,0.87%,0.03%,1.29,0.00,1.08%,1.73%,60.76%
10107,11FEB2016,252,-0.04%,-1.20%,1.30,0.00,1.07%,1.73%,61.45%
10107,12FEB2016,252,1.63%,2.02%,1.29,0.00,1.08%,1.73%,61.12%
10107,16FEB2016,252,1.88%,1.77%,1.27,0.00,1.08%,1.73%,61.28%
10107,17FEB2016,252,2.60%,1.81%,1.27,0.00,1.07%,1.74%,62.20%
10107,18FEB2016,252,-0.44%,-0.42%,1.27,0.00,1.07%,1.74%,61.98%
10107,19FEB2016,252,-0.71%,-0.02%,1.27,0.00,1.08%,1.74%,61.63%
10107,22FEB2016,252,1.60%,1.43%,1.27,0.00,1.08%,1.74%,61.53%
10107,23FEB2016,252,-2.79%,-1.18%,1.26,0.00,1.11%,1.75%,60.05%
10107,24FEB2016,252,0.35%,0.50%,1.26,0.00,1.10%,1.75%,60.08%
10107,25FEB2016,252,1.44%,1.10%,1.26,0.00,1.10%,1.75%,60.31%
10107,26FEB2016,252,-1.54%,0.03%,1.26,0.00,1.11%,1.75%,59.72%
10107,29FEB2016,252,-0.82%,-0.59%,1.26,0.00,1.12%,1.75%,59.33%
10107,01MAR2016,252,3.34%,2.24%,1.26,0.00,1.12%,1.77%,59.83%
10107,02MAR2016,252,0.70%,0.57%,1.26,0.00,1.11%,1.76%,60.07%
10107,03MAR2016,252,-1.13%,0.56%,1.25,0.00,1.13%,1.77%,59.03%
10107,04MAR2016,252,-0.61%,0.42%,1.24,0.00,1.14%,1.77%,58.46%
10107,07MAR2016,252,-1.92%,0.32%,1.24,0.00,1.14%,1.77%,58.55%
10107,08MAR2016,252,1.21%,-1.36%,1.25,0.00,1.13%,1.77%,58.93%
10107,09MAR2016,252,2.30%,0.56%,1.24,0.00,1.15%,1.77%,57.97%
10107,10MAR2016,252,-1.50%,-0.13%,1.23,0.00,1.17%,1.77%,56.65%
10107,11MAR2016,252,1.96%,1.75%,1.24,0.00,1.15%,1.77%,57.84%
10107,14MAR2016,252,0.19%,-0.16%,1.23,0.00,1.15%,1.77%,57.31%
10107,15MAR2016,252,0.79%,-0.45%,1.23,0.00,1.15%,1.77%,57.40%
10107,16MAR2016,252,1.42%,0.75%,1.23,0.00,1.15%,1.77%,57.39%
10107,17MAR2016,252,0.57%,0.83%,1.23,0.00,1.15%,1.77%,57.34%
10107,18MAR2016,252,-2.14%,0.39%,1.21,0.00,1.17%,1.77%,56.17%
10107,21MAR2016,252,0.69%,0.05%,1.21,0.00,1.17%,1.77%,56.24%
10107,22MAR2016,252,0.39%,-0.04%,1.21,0.00,1.17%,1.77%,56.19%
10107,23MAR2016,252,-0.18%,-0.95%,1.21,0.00,1.17%,1.77%,56.25%
10107,24MAR2016,252,0.44%,-0.01%,1.20,0.00,1.17%,1.76%,55.30%
10107,28MAR2016,252,-1.24%,0.08%,1.19,0.00,1.19%,1.76%,54.39%
10107,29MAR2016,252,2.19%,1.11%,1.20,0.00,1.18%,1.76%,55.15%
10107,30MAR2016,252,0.62%,0.45%,1.20,0.00,1.18%,1.76%,55.41%
10107,31MAR2016,252,0.33%,-0.09%,1.21,0.00,1.17%,1.76%,55.55%
10107,01APR2016,252,0.62%,0.47%,1.21,0.00,1.17%,1.76%,55.57%
10107,04APR2016,252,-0.25%,-0.44%,1.21,0.00,1.17%,1.76%,56.07%
10107,05APR2016,252,-1.57%,-1.00%,1.20,0.00,1.16%,1.75%,55.90%
10107,06APR2016,252,1.03%,1.11%,1.21,0.00,1.17%,1.75%,55.82%
10107,07APR2016,252,-1.20%,-1.17%,1.21,0.00,1.17%,1.76%,55.71%
10107,08APR2016,252,-0.07%,0.43%,1.21,0.00,1.17%,1.76%,55.94%
10107,11APR2016,252,-0.20%,-0.18%,1.21,0.00,1.17%,1.76%,55.81%
10107,12APR2016,252,0.63%,1.04%,1.20,0.00,1.17%,1.76%,55.68%
10107,13APR2016,252,1.28%,1.13%,1.20,0.00,1.17%,1.76%,55.96%
10107,14APR2016,252,0.02%,-0.05%,1.20,0.00,1.17%,1.76%,55.82%
10107,15APR2016,252,0.52%,-0.06%,1.20,0.00,1.17%,1.76%,55.83%
10107,18APR2016,252,1.46%,0.68%,1.20,0.00,1.16%,1.76%,56.08%
10107,19APR2016,252,-0.12%,0.45%,1.20,0.00,1.15%,1.75%,56.80%
10107,20APR2016,252,-1.42%,0.12%,1.21,0.00,1.15%,1.75%,56.89%
10107,21APR2016,252,0.34%,-0.53%,1.21,0.00,1.15%,1.75%,56.79%
10107,22APR2016,252,-7.17%,0.18%,1.22,0.00,1.23%,1.81%,54.12%
10107,25APR2016,252,0.64%,-0.28%,1.22,0.00,1.06%,1.70%,61.37%
10107,26APR2016,252,-1.29%,0.34%,1.22,0.00,1.06%,1.70%,61.06%
10107,27APR2016,252,-0.97%,0.27%,1.22,0.00,1.05%,1.70%,61.94%
10107,28APR2016,252,-2.04%,-0.86%,1.23,0.00,1.05%,1.70%,62.11%
10107,29APR2016,252,-0.06%,-0.45%,1.23,0.00,1.05%,1.70%,62.10%
10107,02MAY2016,252,1.48%,0.67%,1.23,0.00,1.05%,1.70%,61.67%
10107,03MAY2016,252,-1.64%,-1.11%,1.23,0.00,1.05%,1.71%,61.88%
10107,04MAY2016,252,0.18%,-0.62%,1.22,0.00,1.06%,1.70%,61.48%
10107,05MAY2016,252,0.14%,-0.05%,1.21,0.00,1.06%,1.69%,61.14%
10107,06MAY2016,252,0.90%,0.35%,1.21,0.00,1.06%,1.69%,60.94%
10107,09MAY2016,252,-0.64%,-0.02%,1.21,0.00,1.06%,1.69%,60.36%
10107,10MAY2016,252,1.90%,1.23%,1.21,0.00,1.06%,1.69%,60.42%
10107,11MAY2016,252,0.06%,-0.83%,1.21,0.00,1.06%,1.69%,60.48%
10107,12MAY2016,252,0.90%,-0.08%,1.20,0.00,1.07%,1.69%,59.83%
10107,13MAY2016,252,-0.83%,-0.80%,1.20,0.00,1.07%,1.69%,59.53%
10107,16MAY2016,252,1.47%,1.02%,1.20,0.00,1.07%,1.69%,59.80%
10107,17MAY2016,252,-1.85%,-0.86%,1.20,0.00,1.08%,1.69%,59.56%
10107,18MAY2016,252,0.59%,-0.08%,1.20,0.00,1.08%,1.69%,59.34%
